geo,date,tv_impression,radio_impression,print_impression,search_impression,social_impression,competitor_sales_control,sentiment_score_control,tv_spend,radio_spend,print_spend,search_spend,social_spend,population,sales
Geo2,7/5/21,117189,0,0,434725,1238316,0.43740562,-2.8398588,859.3145,0,0,3387.7424,9648.849,892369.5,301413.6411
Geo2,7/12/21,1440101,778811,0,2197280,0,-2.0877175,1.3235172,10559.862,7508.697,0,17123.053,0,892369.5,260105.922
Geo2,7/19/21,60160,0,0,1770877,871841,0.41110432,-0.5700276,441.13663,0,0,13800.162,6793.308,892369.5,224541.4791
Geo2,7/26/21,1453167,0,1820810,1341923,1424797,-0.23837472,0.5819788,10655.671,0,13530.301,10457.392,11101.892,892369.5,100382.654
Geo2,8/2/21,2549472,1032680,0,2016832,0,-2.1891537,-1.0112815,18694.572,9956.307,0,15716.85,0,892369.5,375655.4443
Geo2,8/9/21,2288459,134222,553552,3887450,1192252,0.45885286,-0.1383223,16780.637,1294.0654,4113.403,30294.277,9289.922,892369.5,276937.3905
Geo2,8/16/21,0,807239,0,4895120,1559030,0.51899195,-0.9335884,0,7782.778,0,38146.887,12147.824,892369.5,332204.1084
Geo2,8/23/21,0,0,0,3051408,501392,0.28863293,-1.6589972,0,0,0,23779.137,3906.8022,892369.5,417833.5102
Geo2,8/30/21,2352570,1703104,2474898,5814362,3267398,1.5734763,1.0440335,17250.744,16420.02,18390.78,45310.395,25459.275,892369.5,379924.249
Geo2,9/6/21,1862098,0,0,1507342,0,-1.209938,-1.8935874,13654.249,0,0,11746.476,0,892369.5,183910.0382
Geo2,9/13/21,0,2453222,1145943,2629792,2586089,0.581567,-0.05248761,0,23652.082,8515.416,20493.55,20150.576,892369.5,298152.034
Geo2,9/20/21,0,1402612,684031,4762410,4246596,3.1061783,-0.8644196,0,13522.907,5082.9824,37112.7,33089.1,892369.5,411489.2083
Geo2,9/27/21,814797,0,0,1360496,1914388,-0.4538286,0.399565,5974.681,0,0,10602.128,14916.742,892369.5,368011.8491
Geo2,10/4/21,3372676,0,0,3347134,2384980,-0.13330472,0.19813539,24730.9,0,0,26083.682,18583.555,892369.5,402821.3682
Geo2,10/11/21,1717495,0,183780,3589470,1782544,1.3105245,-2.100678,12593.915,0,1365.6553,27972.168,13889.425,892369.5,199001.3189
Geo2,10/18/21,355631,42778,0,1421674,1155838,-1.4924791,-1.300945,2607.7437,412.4326,0,11078.879,9006.188,892369.5,390075.0344
Geo2,10/25/21,570079,0,0,1974819,1285382,-0.26529497,-0.40821522,4180.2314,0,0,15389.449,10015.583,892369.5,356363.3128
Geo2,11/1/21,2559049,0,0,2315316,0,-3.4891922,1.3019147,18764.799,0,0,18042.889,0,892369.5,223249.854
Geo2,11/8/21,2116325,831896,0,3562725,2219416,0.4926282,1.1948309,15518.425,8020.502,0,27763.748,17293.494,892369.5,255224.6508
Geo2,11/15/21,1102345,1420128,1047321,4134772,1509962,-0.45111668,0.5124022,8083.1904,13691.783,7782.563,32221.617,11765.49,892369.5,378454.4879
Geo2,11/22/21,3375763,3462028,2181605,7082252,5037568,2.0349457,3.1250415,24753.535,33378.215,16211.342,55190.86,39252.285,892369.5,376711.2805
Geo2,11/29/21,604496,918324,723932,2682730,2624259,0.27170902,1.1169646,4432.602,8853.774,5379.484,20906.086,20447.994,892369.5,383031.0318
Geo2,12/6/21,2571481,2343222,1043160,4082340,1770340,-0.021499753,0.2315687,18855.957,22591.547,7751.643,31813.023,13794.333,892369.5,363946.2765
Geo2,12/13/21,3735794,2332964,2004112,6858638,2399918,0.006453008,2.7730465,27393.545,22492.646,14892.405,53448.273,18699.947,892369.5,405160.6095
Geo2,12/20/21,2920361,976904,0,3305660,129615,-1.3662179,1.4733658,21414.197,9418.558,0,25760.482,1009.9486,892369.5,289370.1442
Geo2,12/27/21,989911,1602405,784299,4272140,3149848,1.498442,-0.3138074,7258.7437,15449.158,5828.0664,33292.105,24543.338,892369.5,383641.8116
Geo2,1/3/22,1755450,0,0,3343913,3055766,1.4688839,0.33615196,12872.229,0,0,26058.58,23810.258,892369.5,477421.6596
Geo2,1/10/22,480419,420684,715287,3680778,1300061,-1.2459378,-0.031015083,3522.7795,4055.9119,5315.2437,28683.717,10129.96,892369.5,305513.1881
Geo2,1/17/22,808196,0,1154048,3722040,3730805,0.5283258,-0.02128154,5926.2773,0,8575.643,29005.264,29070.102,892369.5,347760.1227
Geo2,1/24/22,1164872,1043977,0,1067162,0,-1.7549835,0.53119415,8541.684,10065.224,0,8316.223,0,892369.5,238033.9566
Geo2,1/31/22,526456,749807,532476,3607440,470160,1.3354334,-0.14803642,3860.356,7229.063,3956.789,28112.203,3663.4453,892369.5,314540.9481
Geo2,2/7/22,0,431616,0,2238531,345940,0.22468148,-0.16051622,0,4161.3096,0,17444.514,2695.534,892369.5,405337.5191
Geo2,2/14/22,4229394,2703676,0,4842908,3258176,-0.3154289,1.859175,31012.977,26066.766,0,37740.008,25387.42,892369.5,366934.2799
Geo2,2/21/22,1001300,621819,1034322,4454944,1571989,0.95752835,0.4377001,7342.2554,5995.101,7685.9683,34716.668,12248.799,892369.5,283486.1582
Geo2,2/28/22,1103028,712733,0,2714397,0,-1.2803953,-0.48827422,8088.199,6871.624,0,21152.861,0,892369.5,583669.3503
Geo2,3/7/22,1920315,0,0,97926,0,-2.6337323,-0.43215138,14081.138,0,0,763.1217,0,892369.5,233202.8938
Geo2,3/14/22,2302254,0,1811552,3779249,3158139,1.8009712,-0.15837568,16881.793,0,13461.506,29451.084,24607.94,892369.5,440737.7873
Geo2,3/21/22,1034890,62785,0,4272656,1524934,0.30811924,-0.6598896,7588.562,605.32477,0,33296.125,11882.151,892369.5,370846.1256
Geo2,3/28/22,316470,0,0,884016,0,-3.4221087,-1.0003439,2320.587,0,0,6888.9956,0,892369.5,109616.7669
Geo2,4/4/22,1858947,1020722,0,1011478,0,-3.2470422,0.12292055,13631.144,9841.017,0,7882.2866,0,892369.5,301398.5578
Geo2,4/11/22,2755870,3033680,1033532,1771518,1997599,-0.22765702,0.9785531,20208.031,29248.412,7680.098,13805.157,15565.115,892369.5,269358.4585
Geo2,4/18/22,770466,1348703,251832,2746519,1969382,-0.036567897,0.31736624,5649.614,13003.158,1871.3445,21403.184,15345.25,892369.5,201716.7644
Geo2,4/25/22,2421665,1562202,60779,3629676,1791058,-0.6047442,0.074919105,17757.398,15061.551,451.64417,28285.486,13955.766,892369.5,365397.4224
Geo2,5/2/22,2970534,1792138,0,4811629,1890590,-1.5903925,0.34623325,21782.104,17278.418,0,37496.258,14731.31,892369.5,378920.1064
Geo2,5/9/22,0,0,0,3258580,892114,0.8008785,-0.6076934,0,0,0,25393.594,6951.2734,892369.5,168675.6909
Geo2,5/16/22,2488491,0,0,2302910,0,-1.8788184,-0.23821126,18247.416,0,0,17946.21,0,892369.5,163388.5679
Geo2,5/23/22,786873,1850045,551471,2986360,2834737,0.5162662,0.42735767,5769.922,17836.713,4097.9395,23272.229,22088.02,892369.5,322430.4081
Geo2,5/30/22,363320,0,1145732,2337561,336694,-0.852664,-0.30871204,2664.125,0,8513.848,18216.24,2623.49,892369.5,465452.2852
Geo2,6/6/22,817566,692262,0,2773682,1896498,0.014848888,0.27404553,5994.985,6674.258,0,21614.861,14777.345,892369.5,176061.0692
Geo2,6/13/22,2827273,2607842,1325779,4281814,2179077,-0.32528403,2.221847,20731.61,25142.809,9851.764,33367.492,16979.176,892369.5,342408.786
Geo2,6/20/22,1175619,2777284,0,3495494,3255871,-0.0882099,0.7307961,8620.489,26776.438,0,27239.828,25369.46,892369.5,211203.4446
Geo2,6/27/22,722063,2675896,0,2428984,0,-1.3291688,0.6128229,5294.688,25798.932,0,18928.684,0,892369.5,306630.3452
Geo2,7/4/22,1650365,0,1158938,2870098,892240,0.056138128,1.5780091,12101.67,0,8611.981,22366.217,6952.255,892369.5,361401.314
Geo2,7/11/22,1477044,908166,1098881,6110273,2924556,-0.90496486,0.87368286,10830.755,8755.839,8165.7017,47616.383,22787.883,892369.5,389105.0095
Geo2,7/18/22,1290960,0,756345,3782360,1942735,-1.1972108,1.1257032,9466.252,0,5620.3423,29475.328,15137.619,892369.5,269179.6835
Geo2,7/25/22,2716142,1871802,0,526703,0,-2.742564,-0.79033047,19916.719,18046.477,0,4104.5127,0,892369.5,191775.5302
Geo2,8/1/22,1651322,901786,245355,3857299,666161,-0.119892985,-0.30528486,12108.687,8694.328,1823.2145,30059.316,5190.6675,892369.5,444769.9586
Geo2,8/8/22,769160,33033,605711,3498045,2464938,1.7283549,0.051264778,5640.0376,318.47882,4500.9927,27259.705,19206.58,892369.5,353157.2802
Geo2,8/15/22,420977,234833,0,1634878,865785,0.3948939,-1.8484571,3086.9077,2264.0793,0,12740.343,6746.12,892369.5,404451.1252
Geo2,8/22/22,3424392,2431956,0,3579118,216817,0.22925733,-1.9426506,25110.117,23447.05,0,27891.496,1689.4188,892369.5,389378.9575
Geo2,8/29/22,2952433,1349575,1656454,2816600,2240017,-0.1431512,0.5058379,21649.373,13011.565,12308.984,21949.314,17454.014,892369.5,316826.6695
Geo2,9/5/22,3377594,0,0,4226702,4163141,0.86089134,-1.4259465,24766.963,0,0,32938.016,32438.826,892369.5,333892.5911
Geo2,9/12/22,1826036,1851123,1728778,3996933,2298016,0.79626435,1.1501088,13389.816,17847.105,12846.419,31147.463,17905.938,892369.5,381013.3207
Geo2,9/19/22,1768872,0,0,2219754,1848318,-0.45053154,-0.36602095,12970.649,0,0,17298.188,14401.93,892369.5,328483.5658
Geo2,9/26/22,2179176,279207,640109,6520428,2006283,0.54544663,0.66125417,15979.294,2691.8992,4756.6016,50812.656,15632.78,892369.5,323860.4134
Geo2,10/3/22,2678669,2953591,0,2919544,1587774,-0.9711205,2.1280522,19641.938,28476.254,0,22751.54,12371.795,892369.5,283405.4452
Geo2,10/10/22,242968,794648,1657617,3801008,2461875,2.4622362,-0.3999086,1781.6171,7661.3857,12317.627,29620.65,19182.713,892369.5,194942.1772
Geo2,10/17/22,0,12217,2310390,4302786,3068633,1.4775169,1.2610135,0,117.78692,17168.334,33530.926,23910.518,892369.5,457358.6829
Geo2,10/24/22,540114,629825,0,3065960,0,0.1560376,-0.32425392,3960.5066,6072.2886,0,23892.537,0,892369.5,290840.3553
Geo2,10/31/22,1096452,1975220,0,2931038,258424,-0.9842127,0.8621916,8039.979,19043.555,0,22841.111,2013.617,892369.5,390834.0994
Geo2,11/7/22,1392502,937796,2016038,5230249,3044520,2.4767416,1.302519,10210.832,9041.508,14981.026,40758.496,23722.63,892369.5,400625.4795
Geo2,11/14/22,2888369,1157286,1196270,5659021,4512424,1.3084092,2.5703938,21179.61,11157.662,8889.392,44099.848,35160.406,892369.5,220396.9004
Geo2,11/21/22,1215391,2111604,0,4117370,2658264,1.6419747,-1.0083076,8912.126,20358.465,0,32086.008,20712.957,892369.5,442701.9266
Geo2,11/28/22,739014,266995,1387074,7544978,2580897,2.4801483,-0.14126661,5418.985,2574.1604,10307.242,58796.81,20110.121,892369.5,406049.1869
Geo2,12/5/22,3066876,82493,191346,3960603,0,-0.47911367,0.54886484,22488.553,795.3341,1421.8777,30864.348,0,892369.5,272792.0921
Geo2,12/12/22,1534589,0,0,3680645,2701088,-0.09169912,-1.1079335,11252.716,0,0,28682.68,21046.639,892369.5,478408.8182
Geo2,12/19/22,775256,0,0,2828270,1193373,-0.8193575,-1.6758759,5684.7373,0,0,22040.256,9298.657,892369.5,277130.8764
Geo2,12/26/22,2194990,1600952,0,2014430,0,-1.5546517,1.2586929,16095.254,15435.149,0,15698.132,0,892369.5,284153.7972
Geo2,1/2/23,893849,0,0,1022945,137808,1.346365,-3.1655092,6554.347,0,0,7971.647,1073.7877,892369.5,429190.408
Geo2,1/9/23,0,998797,0,3891539,2467817,-0.35401455,0.44484144,0,9629.633,0,30326.143,19229.012,892369.5,278332.9298
Geo2,1/16/23,638727,0,0,2252788,2413664,0.1386812,1.1640164,4683.6084,0,0,17555.617,18807.057,892369.5,398962.3019
Geo2,1/23/23,398850,0,467324,1733797,1768551,0.14886305,-0.69071186,2924.6565,0,3472.6492,13511.203,13780.393,892369.5,249513.3852
Geo2,1/30/23,0,295705,0,4111585,1704665,0.4430766,-0.37476397,0,2850.9602,0,32040.926,13282.599,892369.5,513437.9522
Geo2,2/6/23,0,941781,0,2098747,0,-1.3814701,0.02476421,0,9079.929,0,16355.201,0,892369.5,397464.1356
Geo2,2/13/23,4784388,763428,0,1208937,654350,-0.86011326,1.0574901,35082.594,7360.386,0,9421.053,5098.6377,892369.5,246203.2271
Geo2,2/20/23,1233299,390804,2497445,5484278,2660169,1.9209741,1.1933582,9043.44,3767.8318,18558.326,42738.105,20727.803,892369.5,305239.8287
Geo2,2/27/23,1261164,0,0,1335546,0,-1.1232367,-1.2227628,9247.766,0,0,10407.697,0,892369.5,306010.8984
Geo2,3/6/23,0,0,0,3067184,1129824,0.84752345,-2.0435522,0,0,0,23902.076,8803.489,892369.5,310449.0012
Geo2,3/13/23,264269,1092339,1508145,1716844,1765362,1.9086747,-0.9226767,1937.8114,10531.493,11206.912,13379.091,13755.545,892369.5,269978.6471
Geo2,3/20/23,646878,0,0,1050078,0,-1.1268322,-0.27801377,4743.3774,0,0,8183.0903,0,892369.5,364073.8175
Geo2,3/27/23,990352,389151,0,842106,0,-2.4019,-0.24335128,7261.977,3751.895,0,6562.3975,0,892369.5,207302.9349
Geo2,4/3/23,2128488,863761,0,3027511,688158,-2.1181676,0.003081054,15607.613,8327.72,0,23592.91,5362.0664,892369.5,350578.3541
Geo2,4/10/23,1319979,146586,0,1321524,1543803,-1.9781158,0.24734712,9679.041,1413.2697,0,10298.426,12029.177,892369.5,340528.4075
Geo2,4/17/23,1062908,600470,0,3738800,1167087,-0.16300899,-1.3818364,7794.01,5789.2705,0,29135.871,9093.839,892369.5,359266.2063
Geo2,4/24/23,0,2347233,0,1904952,0,-1.686336,-0.095896065,0,22630.217,0,14844.987,0,892369.5,143243.8957
Geo2,5/1/23,1444865,0,0,4187239,1154430,-0.54716146,0.27410483,10594.795,0,0,32630.486,8995.217,892369.5,193834.5204
Geo2,5/8/23,0,1401837,0,3344707,2657230,-0.12499699,-0.9135729,0,13515.435,0,26064.768,20704.902,892369.5,384483.2043
Geo2,5/15/23,1726233,1078969,0,489622,18231,-2.328156,-0.7042434,12657.989,10402.59,0,3815.5461,142.05434,892369.5,288481.3603
Geo2,5/22/23,2778295,2453939,0,2526462,2568860,0.10901171,-0.5119314,20372.469,23658.994,0,19688.316,20016.33,892369.5,351077.5908
Geo2,5/29/23,2401228,619495,0,312875,930492,-1.342164,-1.6275377,17607.54,5972.6943,0,2438.185,7250.3115,892369.5,116828.3567
Geo2,6/5/23,2363496,0,2992067,5158795,4043874,0.6057581,0.7373898,17330.861,0,22233.824,40201.668,31509.508,892369.5,426268.8287
Geo2,6/12/23,2515247,0,0,1264585,0,-1.2700664,0.2568655,18443.61,0,0,9854.709,0,892369.5,219762.5304
Geo2,6/19/23,1010897,117285,0,2394378,0,-1.3726339,-0.16830784,7412.628,1130.7719,0,18659.006,0,892369.5,270166.2738
Geo2,6/26/23,1488086,2070890,714922,4724780,2094502,0.9192299,0.017463923,10911.723,19965.93,5312.5317,36819.457,16320.174,892369.5,446518.1403
Geo2,7/3/23,0,0,0,0,1054976,-1.0510178,-0.29853436,0,0,0,0,8220.279,892369.5,264715.2432
Geo2,7/10/23,1561065,1410159,0,1799041,0,-1.0738498,-0.2548928,11446.857,13595.669,0,14019.64,0,892369.5,236385.4812
Geo2,7/17/23,1678881,1513565,1770571,3034142,2365938,0.8054382,0.52664214,12310.77,14592.631,13156.979,23644.584,18435.18,892369.5,298185.2496
Geo2,7/24/23,0,163637,1826790,3625035,2237918,1.3070856,0.94904673,0,1577.6622,13574.738,28249.32,17437.66,892369.5,197947.3483
Geo2,7/31/23,704007,1469660,252002,2956753,1428958,2.4523215,0.85967004,5162.2886,14169.332,1872.6079,23041.504,11134.314,892369.5,396726.2551
Geo2,8/7/23,903766,0,0,3705952,1793727,-0.19178629,-0.6066259,6627.066,0,0,28879.893,13976.562,892369.5,322183.754
Geo2,8/14/23,0,486019,0,3961854,3685698,2.0136182,-2.6572747,0,4685.8213,0,30874.096,28718.635,892369.5,341949.1758
Geo2,8/21/23,1162635,1081523,0,2606815,3645542,0.5232538,-0.19692594,8525.281,10427.214,0,20314.494,28405.742,892369.5,270598.8086
Geo2,8/28/23,2169712,0,962604,5448226,2585150,0.32326657,-0.7928889,15909.897,0,7153.0376,42457.156,20143.26,892369.5,438626.0769
Geo2,9/4/23,1526260,1588626,0,5362529,1048003,0.78250766,1.6563921,11191.642,15316.311,0,41789.332,8165.9463,892369.5,382443.2015
Geo2,9/11/23,4029646,736632,2229218,4114803,2784217,2.045932,-0.31030822,29548.277,7102.0396,16565.15,32066.004,21694.371,892369.5,340854.7064
Geo2,9/18/23,0,0,0,0,0,-1.9302962,-2.6865294,0,0,0,0,0,892369.5,486522.4246
Geo2,9/25/23,2467420,0,1033552,4343182,1463790,0.7166749,0.22018267,18092.908,0,7680.247,33845.723,11405.722,892369.5,220700.8059
Geo2,10/2/23,1634529,0,0,3348525,809774,-0.72213626,-0.15973169,11985.549,0,0,26094.521,6309.6875,892369.5,255909.735
Geo2,10/9/23,3912975,188492,464743,3675751,1562434,-1.6753492,1.7962587,28692.762,1817.295,3453.47,28644.543,12174.348,892369.5,306376.4944
Geo2,10/16/23,922529,0,67374,3188672,3631743,0.8765232,0.32940105,6764.6494,0,500.6511,24848.812,28298.22,892369.5,203355.0748
Geo2,10/23/23,2204346,2448023,1442907,3510948,2545247,0.749048,1.8870838,16163.859,23601.955,10722.133,27360.258,19832.34,892369.5,391155.8906
Geo2,10/30/23,2227702,2131180,1327475,4622573,2478875,0.532467,1.1209077,16335.122,20547.2,9864.366,36022.973,19315.174,892369.5,503542.2595
Geo2,11/6/23,1595761,2458883,0,3461858,2053707,0.31184316,1.2675395,11701.274,23706.66,0,26977.707,16002.303,892369.5,431264.8109
Geo2,11/13/23,1102041,2094001,0,1807509,1419370,-1.0866277,1.6245424,8080.9614,20188.748,0,14085.629,11059.606,892369.5,262803.3136
Geo2,11/20/23,1135619,600505,95540,2831637,1133644,-0.23121575,0.015347838,8327.18,5789.6074,709.9505,22066.496,8833.254,892369.5,376826.9748
Geo2,11/27/23,3400002,2339798,3522302,5457540,3148552,1.4494424,3.3192983,24931.273,22558.533,26173.96,42529.74,24533.238,892369.5,399614.7053
Geo2,12/4/23,1236264,3077198,1234338,3735027,1498698,0.42999804,0.5885323,9065.182,29667.979,9172.272,29106.47,11677.722,892369.5,320563.8277
Geo2,12/11/23,1855648,1890714,606212,4229136,0,-1.8873186,1.0775639,13606.953,18228.812,4504.7153,32956.98,0,892369.5,208463.1103
Geo2,12/18/23,648859,1414646,0,3175004,1622169,-0.42078435,0.2912054,4757.9033,13638.93,0,24742.3,12639.797,892369.5,86658.41299
Geo2,12/25/23,2364264,1424759,2610488,4742100,3188864,0.55119634,2.4663544,17336.494,13736.431,19398.34,36954.43,24847.346,892369.5,447521.8236
Geo2,1/1/24,1688650,0,1392732,4546350,3606588,1.7602341,-0.9696387,12382.403,0,10349.286,35428.98,28102.215,892369.5,314234.5733
Geo2,1/8/24,1148268,1168186,0,527707,1934149,-1.0150855,0.5904602,8419.931,11262.752,0,4112.3364,15070.718,892369.5,137842.554
Geo2,1/15/24,2058595,0,2133261,5859115,1910964,0.4410693,2.486236,15095.107,0,15852.101,45659.15,14890.063,892369.5,342948.79
Geo20,1/25/21,1548329,0,423620,1808586,1776204,-0.40240583,1.4733785,11353.468,0,3147.8882,14094.022,13840.025,561594.6,218110.1544
Geo20,2/1/21,660909,865535,1657124,2887063,1331677,1.1241915,1.2724485,4846.2627,8344.823,12313.963,22498.422,10376.309,561594.6,263627.6161
Geo20,2/8/21,398258,488148,0,1205482,304761,-2.0405478,-0.30629158,2920.3157,4706.348,0,9394.129,2374.6707,561594.6,206106.4354
Geo20,2/15/21,1955907,0,0,2315737,1468046,1.249001,-0.34415543,14342.125,0,0,18046.17,11438.885,561594.6,352393.6209
Geo20,2/22/21,1680433,0,0,1872346,1763016,-0.42696074,-0.57255054,12322.15,0,0,14590.894,13737.265,561594.6,93111.4527
Geo20,3/1/21,2064891,309874,0,2448753,941883,-0.7416167,0.2973001,15141.274,2987.567,0,19082.742,7339.069,561594.6,214328.4306
Geo20,3/8/21,1615809,0,0,1736996,606354,-2.5591044,0.43810695,11848.28,0,0,13536.133,4724.657,561594.6,276697.9016
Geo20,3/15/21,903162,124532,0,758823,648717,-0.6692513,-0.5178104,6622.637,1200.6418,0,5913.3867,5054.7456,561594.6,112312.9043
Geo20,3/22/21,747337,1157268,0,1967367,0,-0.17668575,-0.002693772,5480.0156,11157.489,0,15331.377,0,561594.6,118907.1875
Geo20,3/29/21,1421257,449848,0,1175939,506987,-0.8827609,0.9487474,10421.684,4337.0884,0,9163.905,3950.398,561594.6,139587.9884
Geo20,4/5/21,1410008,1883607,2640298,4287622,3364064,0.44914222,2.0281153,10339.198,18160.293,19619.854,33412.754,26212.49,561594.6,254477.7167
Geo20,4/12/21,422625,0,0,2220606,1479560,-1.3825643,0.84309834,3098.992,0,0,17304.828,11528.601,561594.6,247740.9384
Geo20,4/19/21,1009170,0,682928,2894450,1645029,-0.006910443,0.24399829,7399.964,0,5074.7866,22555.988,12817.921,561594.6,206352.2225
Geo20,4/26/21,466124,37945,0,1202772,0,0.04710847,-2.238172,3417.9583,365.83652,0,9373.01,0,561594.6,146700.7821
Geo20,5/3/21,1143900,1252,0,1023950,794706,-0.4815632,-0.03641373,8387.902,12.070823,0,7979.479,6192.279,561594.6,230929.1186
Geo20,5/10/21,0,1349611,0,2267468,1146163,-0.48104522,0.0885371,0,13011.912,0,17670.016,8930.801,561594.6,223564.8913
Geo20,5/17/21,380702,6654,461099,2184982,0,-1.4341812,-0.42600173,2791.5823,64.152756,3426.3918,17027.217,0,561594.6,156763.8124
Geo20,5/24/21,595274,1043395,0,724738,275555,-1.1835196,-1.128287,4364.9795,10059.613,0,5647.7676,2147.1003,561594.6,224061.0679
Geo20,5/31/21,1156768,0,0,753603,1520821,-1.0242807,-1.132661,8482.259,0,0,5872.708,11850.103,561594.6,268277.4132
Geo20,6/7/21,1092745,489448,291216,3641504,1441896,1.2172034,1.7474991,8012.7964,4718.8813,2164.004,28377.66,11235.126,561594.6,118925.9691
Geo20,6/14/21,394912,84354,51291,1906632,2601774,1.6228821,-0.02152285,2895.7803,813.2764,381.13953,14858.079,20272.795,561594.6,171244.599
Geo20,6/21/21,652710,784481,463268,2440886,1084484,1.4777426,-0.8146622,4786.1416,7563.363,3442.5095,19021.436,8450.203,561594.6,207706.1866
Geo20,6/28/21,720129,955974,2036322,4375546,2863139,3.0748591,1.3375515,5280.5063,9216.767,15131.755,34097.934,22309.326,561594.6,141539.471
Geo20,7/5/21,1346939,603,0,1341298,1251315,-0.16662449,-0.80049133,9876.731,5.8136625,0,10452.521,9750.136,561594.6,338207.7359
Geo20,7/12/21,548686,615041,0,752022,572700,-0.5620814,-1.1401666,4023.3625,5929.7524,0,5860.3877,4462.428,561594.6,232050.8975
Geo20,7/19/21,304021,678594,0,928099,691217,-0.9748391,0.7193445,2229.3018,6542.482,0,7232.5273,5385.902,561594.6,242222.2561
Geo20,7/26/21,388693,74634,1358706,2232008,1376929,1.1098967,-0.04466796,2850.1782,719.56366,10096.442,17393.682,10728.909,561594.6,252496.0082
Geo20,8/2/21,536089,244033,1426768,2478738,636856,0.049078107,-0.6497024,3930.9922,2352.7788,10602.205,19316.41,4962.3257,561594.6,201511.7666
Geo20,8/9/21,1325214,0,2454688,4029199,1158466,0.8096027,2.8245115,9717.427,0,18240.6,31398.906,9026.665,561594.6,282355.2927
Geo20,8/16/21,360780,98964,0,1332522,0,-0.3608223,-0.03638546,2645.4998,954.1348,0,10384.131,0,561594.6,238665.4405
Geo20,8/23/21,823401,232875,0,1927818,0,-0.6936908,-1.2080336,6037.7715,2245.2017,0,15023.178,0,561594.6,202314.303
Geo20,8/30/21,689234,1588167,999326,4678013,1877943,2.1968942,1.6603509,5053.962,15311.886,7425.916,36455.008,14632.766,561594.6,232069.3759
Geo20,9/6/21,1193405,0,0,817903,841789,-0.51248646,-1.7847719,8750.908,0,0,6373.7876,6559.1455,561594.6,157577.4564
Geo20,9/13/21,580592,387123,0,2614640,1354788,0.17943901,0.70716393,4257.3203,3732.3425,0,20375.473,10556.388,561594.6,174723.6459
Geo20,9/20/21,341406,0,0,2127408,981208,0.21528678,-1.1411203,2503.4358,0,0,16578.55,7645.486,561594.6,192366.462
Geo20,9/27/21,217009,0,0,324486,1156554,1.4757624,-1.1842437,1591.2668,0,0,2528.6677,9011.767,561594.6,146850.9419
Geo20,10/4/21,619284,0,0,1712635,871444,1.1521971,-1.9399629,4541.038,0,0,13346.291,6790.2144,561594.6,167724.5086
Geo20,10/11/21,1959075,1219402,564830,3234975,1606118,-0.23958915,0.61451054,14365.355,11756.537,4197.209,25209.645,12514.729,561594.6,285776.2135
Geo20,10/18/21,1571427,0,0,1615121,647489,-0.8092472,-1.25981,11522.839,0,0,12586.38,5045.177,561594.6,111967.8887
Geo20,10/25/21,944454,842421,0,1478642,1170574,-0.3074028,0.11545643,6925.4194,8121.976,0,11522.821,9121.009,561594.6,141748.6029
Geo20,11/1/21,1298561,0,0,1836868,379126,0.64479494,-0.9890428,9521.988,0,0,14314.419,2954.1162,561594.6,141898.8336
Geo20,11/8/21,750128,0,0,2545962,715958,0.2065287,0.80105865,5500.481,0,0,19840.275,5578.6816,561594.6,199137.0956
Geo20,11/15/21,2895110,1302980,1209557,2614318,1326058,-0.8253391,3.0121753,21229.04,12562.332,8988.127,20372.965,10332.527,561594.6,255197.1813
Geo20,11/22/21,2095616,1000099,1083076,3543514,1599804,-0.3107146,3.1489549,15366.572,9642.186,8048.256,27614.04,12465.531,561594.6,374199.9597
Geo20,11/29/21,931439,928872,469031,2311950,709271,0.7852955,-0.88139176,6829.9844,8955.47,3485.334,18016.658,5526.577,561594.6,242352.7145
Geo20,12/6/21,1600802,0,0,1361266,1703360,0.15232414,-0.32017896,11738.238,0,0,10608.129,13272.431,561594.6,295843.6718
Geo20,12/13/21,2808340,789067,760389,3529966,2024579,-0.5325964,3.3322234,20592.78,7607.5776,5650.393,27508.463,15775.341,561594.6,343866.3228
Geo20,12/20/21,1060372,350892,0,1819436,601750,0.91886306,-0.85534555,7775.4146,3383.031,0,14178.575,4688.783,561594.6,281857.8776
Geo20,12/27/21,2465353,0,635610,1707784,1014675,-0.91802394,1.0656623,18077.75,0,4723.17,13308.488,7906.258,561594.6,201517.2298
Geo20,1/3/22,343255,0,0,546541,2402159,0.5583459,-2.0311174,2516.994,0,0,4259.107,18717.41,561594.6,231632.9712
Geo20,1/10/22,885575,451092,0,1549405,1999503,0.24110246,0.52240574,6493.6763,4349.0825,0,12074.266,15579.951,561594.6,214612.0163
Geo20,1/17/22,388694,269357,0,2434026,1364384,-1.4661183,-0.15675409,2850.1855,2596.9333,0,18967.977,10631.16,561594.6,117996.4578
Geo20,1/24/22,1101366,1516032,806175,1641936,885081,-1.1982923,2.7103305,8076.012,14616.416,5990.6255,12795.345,6896.473,561594.6,206759.4361
Geo20,1/31/22,191690,0,0,3394630,0,1.2151318,-0.023319542,1405.6097,0,0,26453.81,0,561594.6,185984.2044
Geo20,2/7/22,676186,526018,0,2195874,992499,0.23902422,0.594451,4958.2847,5071.4614,0,17112.096,7733.4644,561594.6,267396.2427
Geo20,2/14/22,867072,893534,0,2302414,0,-0.08430755,-0.12936789,6357.999,8614.768,0,17942.346,0,561594.6,120117.6711
